transaction_id,created_at,recipient_bank,account_number,amount,unique_code,transaction_status,admin_fee,user_id
FTCMTUJYQVH,2022-05-30 21:08:18.293804,BNI,6633605398,1001415.0,248.0,Failed,0,3074505
FTQDEMPWGMA,2023-05-06 21:08:18.295804,Permata,8806050066,2570692.0,917.0,Processed,1500,6516326
FTXHJZUKCRA,2022-12-23 21:08:18.298850,Muamalat,2746092222,2033303.0,201.0,Cancelled,0,7810448
FTPJVMZCPNC,2022-09-08 21:08:18.300883,BCA,6400908358,1027180.0,726.0,Need Confirmation,0,3200751
FTYEEHXTXMC,2023-06-10 21:08:18.303980,LinkAja,3693485053,1993937.0,201.0,Checking,0,5033990
FTPSDSOCJCJ,2023-09-25 21:08:18.306981,Dana,8466130799,4211685.0,532.0,Success,0,2704681
FTSSIJMZYWE,2023-05-18 21:08:18.308981,BNI,7646827359,1333501.0,315.0,Cancelled,0,3149445
FTIURBFHYHC,2024-03-08 21:08:18.311980,BNI,8262489252,4177441.0,471.0,Failed,1500,6075878
FTNRSZLTXER,2024-03-19 21:08:18.314351,Ovo,9033359732,1904613.0,353.0,Processed,0,4332718
FTTDFVPPRWK,2022-08-16 21:08:18.316855,Ovo,8562875026,3063649.0,342.0,Success,1500,7602999
FTBJPLNUOHF,2022-11-13 21:08:18.319398,Seabank,8797501675,2662258.0,837.0,Checking,0,7465772
FTZONEEIIIB,2023-02-15 21:08:18.322706,BJB,5900007649,2223959.0,985.0,Need Confirmation,1500,8046879
FTMCMZTSCZA,2023-01-05 21:08:18.324705,BCA,6679297432,4910229.0,299.0,Cancelled,1500,1403838
FTTQLVHLIGP,2023-08-18 21:08:18.327886,Seabank,8926488750,3395580.0,173.0,Checking,0,7235977
FTREPBVDIKH,2023-12-18 21:08:18.330048,Ovo,8546290811,1184048.0,542.0,Processed,0,2927077
FTTMSVQSKAU,2022-06-03 21:08:18.332591,Gopay,7453128892,3246893.0,303.0,Processed,0,4965362
FTZJDIKXQNB,2023-06-20 21:08:18.336165,Mandiri,3276950465,124115.0,100.0,Success,0,1687417
FTYFYYMWUHA,2023-12-15 21:08:18.339165,Seabank,9617363583,4566741.0,989.0,Need Confirmation,1500,6488399
FTENSGGZCTX,2024-03-12 21:08:18.341161,Dana,3640591485,763772.0,383.0,Checking,1500,5239074
FTGFYMTFQLQ,2023-08-02 21:08:18.344161,Ovo,2993021220,4795709.0,413.0,Need Confirmation,1500,6583888
FTTFFNCOJSG,2023-11-16 21:08:18.347160,JAGO,4660117398,2190965.0,766.0,Checking,1500,3915287
FTDBDNMBLXL,2023-11-18 21:08:18.350160,BRI,5528369461,1314635.0,413.0,Checking,0,5025974
FTZQSLKWCWH,2022-09-15 21:08:18.352894,BRI,1653324212,4582956.0,566.0,Processed,0,6607671
FTDMZGZVCOD,2024-03-19 21:08:18.354895,Ovo,5935595821,4756297.0,339.0,Success,1500,7602999
FTYPSXTTLDL,2023-12-04 21:08:18.357894,BJB,9824256771,1939112.0,803.0,Failed,0,7265195
FTWFFWGFRMB,2023-04-16 21:08:18.359894,Mandiri,8478850924,1301984.0,142.0,Need Confirmation,0,7121134
FTBPQYSEBNN,2022-11-04 21:08:18.362126,Muamalat,9423925115,3167409.0,159.0,Failed,1500,2324037
FTZJQCMGHUH,2022-07-25 21:08:18.365127,Dana,9467497072,2681262.0,211.0,Processed,0,5849842
FTORKZPREHH,2023-05-27 21:08:18.368126,Dana,8288437255,3015038.0,314.0,Need Confirmation,0,8627508
FTUXPTCZWZH,2024-05-11 21:08:18.370484,BCA,4240537259,1607946.0,99.0,Success,1500,2704681
FTBFTSOWFAT,2023-06-14 21:08:18.373583,Ovo,1801161460,4683292.0,55.0,Failed,1500,6242129
FTGAHFAIQKT,2024-05-13 21:08:18.376634,BJB,4671954857,1721110.0,383.0,Need Confirmation,0,7602999
FTUBZHMDGKR,2023-03-11 21:08:18.378145,LinkAja,8345275804,171475.0,498.0,Failed,1500,7602999
FTGSLYMGNUN,2024-02-21 21:08:18.381144,Mandiri,7424868514,1895551.0,824.0,Failed,0,2488319
FTRQWMVSTOU,2023-04-20 21:08:18.383144,Mandiri,9631837517,4033630.0,441.0,Processed,1500,1514016
FTMESWTEOUF,2023-05-07 21:08:18.387192,Ovo,8482416043,4330651.0,441.0,Failed,0,7582581
FTJUILKTEBA,2023-08-20 21:08:18.389192,Seabank,6749760818,4165292.0,501.0,Processed,0,5849842
FTSRPBRCNZH,2022-08-06 21:08:18.392193,Mandiri,4213622807,760535.0,286.0,Failed,1500,4723846
FTFDRKWRKRE,2023-10-15 21:08:18.394192,BSI,4340893613,2180139.0,327.0,Cancelled,0,8770600
FTOBRKZSJIR,2023-05-10 21:08:18.397193,Seabank,8273392620,3409745.0,617.0,Failed,0,4565447
FTVLCMPJCEC,2023-05-12 21:08:18.399189,Permata,8147825579,373714.0,169.0,Processed,0,7265195
FTTZZSKWOTD,2023-09-12 21:08:18.402305,JAGO,3053442203,3333826.0,638.0,Processed,1500,4332718
FTLKPEMREOU,2023-04-26 21:08:18.405342,Dana,3919079341,2830096.0,387.0,Success,0,5033990
FTQKVFXBGCU,2024-01-09 21:08:18.407342,BCA,9681802349,1413540.0,958.0,Success,0,6649615
FTJQSLIMORH,2024-05-08 21:08:18.409342,Maybank,4549863433,2900616.0,202.0,Cancelled,0,8695525
FTBHPVOWZFW,2022-08-19 21:08:18.411671,BRI,4301847663,873230.0,637.0,Need Confirmation,1500,8046879
FTYBESABINN,2023-03-31 21:08:18.414671,JAGO,9892221547,3214893.0,578.0,Cancelled,0,2694045
FTNCRSTDRPM,2022-12-21 21:08:18.417673,LinkAja,3591043360,2659766.0,203.0,Cancelled,0,6075878
FTMCSIJVFQB,2024-01-05 21:08:18.419671,BRI,1350159913,1414644.0,949.0,Checking,1500,7780649
FTDQKOEJASI,2022-10-01 21:08:18.422671,LinkAja,7041554024,1035076.0,793.0,Cancelled,1500,5239074
FTHUIHCWUAW,2023-03-02 21:08:18.425671,BRI,5704195671,447835.0,157.0,Failed,1500,6649615
FTAMFAACXDL,2022-07-19 21:08:18.428671,Gopay,5339128124,4220036.0,993.0,Success,0,2062498
FTUEIPNSUSW,2024-02-04 21:08:18.430670,Maybank,1016835128,2999632.0,785.0,Cancelled,0,6607671
FTINAETTJBI,2022-06-30 21:08:18.433670,Ovo,8075370478,4097217.0,803.0,Processed,0,4218102
FTXKVSXOZTC,2022-05-21 21:08:18.436671,JAGO,5798658407,3800029.0,125.0,Need Confirmation,1500,7347132
FTZPAKCQJQQ,2024-04-30 21:08:18.438827,Maybank,1463874429,4698646.0,557.0,Processed,0,4723846
FTJHLNWPGVO,2023-03-07 21:08:18.441342,Shopeepay,7560557612,4203044.0,445.0,Processed,1500,1811187
FTIWYECILRI,2022-05-20 21:08:18.444342,Gopay,4057064701,2158075.0,599.0,Need Confirmation,1500,6607671
FTUZXXAGQWO,2023-06-17 21:08:18.446341,Shopeepay,4515470495,2331661.0,288.0,Failed,0,9431422
FTALWQDPBPU,2022-05-29 21:08:18.449342,Shopeepay,1449283175,2651813.0,951.0,Failed,0,3074505
FTINKCPNNKN,2024-02-17 21:08:18.451912,Dana,6394467498,2734396.0,163.0,Need Confirmation,1500,7582581
FTFEVFCWMGJ,2022-12-23 21:08:18.454896,Permata,2524234058,2305756.0,605.0,Success,0,4332718
FTSBFZKEGGS,2022-05-19 21:08:18.457899,Muamalat,1800919766,1634365.0,136.0,Processed,1500,8557757
FTWMFMVBKXH,2024-03-05 21:08:18.460900,LinkAja,6994711987,4080173.0,618.0,Checking,0,7347132
FTDFAXYBFQO,2023-01-04 21:08:18.463252,BCA,2189531502,2027863.0,341.0,Success,0,5885633
FTCJLJKHOWS,2022-10-07 21:08:18.466262,Gopay,5439561483,2333907.0,101.0,Processed,0,1403838
FTREIDSLWCW,2024-03-17 21:08:18.469182,BCA,2766006753,1579617.0,533.0,Need Confirmation,1500,2488319
FTOWFJNJRTB,2023-04-02 21:08:18.471846,Permata,7097914210,3677048.0,372.0,Processed,0,6107905
FTJLWQEXECQ,2024-02-04 21:08:18.474784,BCA,2398826255,4077246.0,113.0,Failed,0,6275968
FTESHARHYTY,2023-10-12 21:08:18.477775,Seabank,8447681052,2638799.0,274.0,Cancelled,1500,3074505
FTBBQVMBVSJ,2022-07-28 21:08:18.480374,Mandiri,7182480538,3613120.0,935.0,Checking,1500,4599313
FTKAWXCXHRB,2023-02-21 21:08:18.483473,Permata,4535559217,4089279.0,285.0,Cancelled,0,7347132
FTELTXPLXGV,2023-02-14 21:08:18.487570,Dana,5541315810,1631314.0,314.0,Checking,0,1403838
FTOALHXTSDH,2022-07-30 21:08:18.489685,JAGO,4391135521,4193238.0,145.0,Failed,1500,1811187
FTUAWGJDEMV,2023-10-10 21:08:18.491727,BRI,2776945549,2066117.0,670.0,Need Confirmation,0,6075878
FTHDUFRCQBN,2023-01-23 21:08:18.493690,BCA,2001598068,3188813.0,548.0,Need Confirmation,0,3074505
FTNPJAKKSQO,2022-07-04 21:08:18.496695,Maybank,8666982469,4976400.0,598.0,Cancelled,0,7200561
FTLVIOPTBDM,2023-11-12 21:08:18.499694,Mandiri,3862422097,933105.0,814.0,Failed,1500,2927077
FTPTYXREGKG,2024-02-27 21:08:18.502263,Shopeepay,7301423358,4255985.0,891.0,Cancelled,1500,9364555
FTOKDLJMBVU,2022-09-04 21:08:18.506070,Gopay,8624836399,1634362.0,499.0,Need Confirmation,1500,8020048
FTJLAWUWBWT,2023-02-01 21:08:18.507927,BJB,4640555887,312245.0,997.0,Checking,1500,3408650
FTGVTZHVNGL,2024-01-14 21:08:18.511303,Shopeepay,9621434360,716408.0,412.0,Failed,1500,1796116
FTGMGBDBDWO,2023-04-29 21:08:18.514308,Gopay,4047476608,3129496.0,307.0,Success,1500,7213483
FTVXTXMYGGM,2022-07-03 21:08:18.517400,BJB,6872541891,566957.0,503.0,Cancelled,0,3915287
FTGMSETYTSA,2023-07-04 21:08:18.520037,BJB,2545438427,3756696.0,198.0,Need Confirmation,0,8627508
FTJRMGNHLRP,2022-11-28 21:08:18.524609,BCA,4566930854,3909780.0,737.0,Processed,0,3149445
FTPXYCDJUVV,2022-05-24 21:08:18.528352,BRI,3622434384,2274384.0,823.0,Checking,0,2927077
FTWOFPAGZGJ,2023-05-19 21:08:18.531236,Ovo,3185358297,4158054.0,114.0,Checking,1500,7265195
FTHSHFKBNRF,2023-07-04 21:08:18.535028,Ovo,2477830051,596228.0,490.0,Success,0,6583888
FTKEZRVCFXG,2022-12-27 21:08:18.539535,Mandiri,7377549557,2237824.0,82.0,Failed,0,4912283
FTKKPWSJPKQ,2023-04-24 21:08:18.543575,BCA,5663889124,2386898.0,425.0,Success,1500,5804069
FTIKHUVRETO,2023-11-25 21:08:18.546695,Seabank,8984975807,2699302.0,957.0,Failed,0,3915287
FTAISSXYNTP,2023-11-02 21:08:18.549256,LinkAja,1808351935,2472625.0,354.0,Success,0,7322424
FTLEGTIULEA,2024-04-27 21:08:18.552521,LinkAja,5574711276,2294700.0,834.0,Failed,0,1796116
FTYBZJVASPN,2023-10-20 21:08:18.554994,BSI,5658946704,1579977.0,618.0,Success,1500,6075878
FTJNSVJUIWF,2023-10-01 21:08:18.558361,BRI,5816717102,611399.0,644.0,Cancelled,1500,3094327
FTQCBFWRTBF,2024-02-27 21:08:18.561361,Muamalat,7625621297,866647.0,62.0,Need Confirmation,0,4578856
FTDPKRDVRUZ,2023-08-06 21:08:18.563382,Mandiri,1886911589,956532.0,561.0,Failed,1500,9176129
FTKZUXFAWPZ,2023-05-28 21:08:18.567289,Mandiri,5117135918,1893682.0,587.0,Failed,1500,5025974
FTCSDRQXYQH,2022-12-12 21:08:18.570112,BJB,5807026145,2244412.0,333.0,Success,1500,4298698
FTNTNSJXVFS,2024-05-06 21:08:18.574327,BJB,8088786971,3868452.0,807.0,Processed,1500,1687417
FTSUKKVPUYH,2023-12-07 21:08:18.578972,Seabank,4131181229,2728569.0,666.0,Cancelled,0,4332718
FTBIZUGMSAR,2023-12-06 21:08:18.582959,BSI,7267162385,2330492.0,925.0,Failed,0,8420980
FTUTXUKAWTV,2024-01-19 21:08:18.588187,Dana,9877876026,1289517.0,923.0,Processed,0,8003653
FTSVWVKCYEQ,2022-10-16 21:08:18.591045,BRI,3056505431,3070956.0,660.0,Cancelled,1500,2062498
FTRBDHKLCUG,2022-11-19 21:08:18.594471,Mandiri,9441587256,4034195.0,750.0,Need Confirmation,1500,4588801
FTZKZNROOBP,2024-04-06 21:08:18.597960,Mandiri,9840493771,592943.0,94.0,Processed,0,4451779
FTRDMLYWEGS,2024-01-19 21:08:18.602377,LinkAja,1370409196,4801547.0,170.0,Success,0,3200751
FTFWFSADSHG,2023-10-17 21:08:18.607348,BRI,5090854102,1455427.0,341.0,Need Confirmation,0,8649404
FTHLPIEFROG,2023-12-07 21:08:18.611910,Maybank,2690424199,1754118.0,259.0,Checking,1500,5885633
FTELLMICKTY,2023-02-14 21:08:18.617826,Ovo,5069773501,3218300.0,994.0,Cancelled,1500,3074505
FTFWTHLCTNE,2024-01-31 21:08:18.623557,Permata,2683280363,964630.0,860.0,Need Confirmation,0,8649404
FTBMTYIIBST,2022-08-26 21:08:18.624562,Permata,6814721426,1209274.0,108.0,Failed,1500,8640712
FTBGODCADWM,2023-02-25 21:08:18.628562,BCA,3219976134,1498652.0,638.0,Failed,0,3200751
FTEGYFDHUBO,2024-03-15 21:08:18.632562,Ovo,7201617585,3749947.0,746.0,Processed,0,8956397
FTHTEUYUYEQ,2023-11-04 21:08:18.636810,Permata,7956212407,1721791.0,159.0,Need Confirmation,1500,8834085
FTJUCWXRCYC,2023-10-16 21:08:18.639085,Maybank,3900200972,2163758.0,849.0,Processed,0,1796116
FTWXGSDGIVS,2022-07-07 21:08:18.641164,Permata,7552760311,1336104.0,553.0,Checking,0,1403838
FTOGHOJHFJI,2023-08-15 21:08:18.644841,BSI,6769006146,3027907.0,110.0,Need Confirmation,0,1403838
FTBKPPAZYCG,2024-02-09 21:08:18.649319,Shopeepay,2413596402,667075.0,323.0,Failed,0,4298698
FTZKOZHCASJ,2022-11-24 21:08:18.653819,BCA,8867244715,3909506.0,480.0,Need Confirmation,0,7780649
FTCGQCNLCNV,2022-06-16 21:08:18.668220,BCA,3485026627,3183717.0,100.0,Cancelled,0,5025974
FTMLYHRLNLA,2022-07-24 21:08:18.676311,BRI,6624233104,598456.0,629.0,Cancelled,0,7810448
FTYCKKRHASM,2023-12-23 21:08:18.681555,Muamalat,4268740872,4175313.0,903.0,Failed,1500,3408650
FTNRVKOETBU,2024-03-01 21:08:18.686454,LinkAja,7962235176,1874821.0,856.0,Checking,1500,3408650
FTAUPBYNBER,2023-08-14 21:08:18.690454,Seabank,6250027628,1560471.0,587.0,Success,1500,8695525
FTZHJZJCVFI,2022-07-25 21:08:18.692461,Ovo,3344436840,3252549.0,319.0,Need Confirmation,1500,1325863
FTJYBJMDUVW,2022-08-01 21:08:18.697527,Ovo,5517360210,3881557.0,806.0,Need Confirmation,1500,2324037
FTTBAWAVJGS,2024-04-14 21:08:18.701287,Ovo,7292352914,655996.0,310.0,Failed,1500,4664299
FTOUEEATTNV,2023-03-31 21:08:18.706848,BNI,6295152663,2087450.0,927.0,Success,0,9783435
FTVAQRRBIYY,2023-10-02 21:08:18.710220,BSI,5991486292,33492.0,687.0,Processed,0,4254157
FTORDTENPLA,2022-12-16 21:08:18.714669,BRI,4943481242,3665987.0,752.0,Failed,0,7465772
FTGRHEDOOBS,2023-12-16 21:08:18.719115,BRI,4098450639,653232.0,330.0,Processed,0,7833952
FTPFTCVSGWI,2022-12-14 21:08:18.725111,Mandiri,8420040783,4368093.0,927.0,Success,1500,4553294
FTKJBWNSXFZ,2023-04-09 21:08:18.729792,BRI,4667169039,1368464.0,576.0,Success,1500,8497477
FTGHVQIBPYM,2023-04-19 21:08:18.734160,Maybank,3199535588,4601352.0,153.0,Cancelled,0,3707886
FTHOATIGIHA,2023-07-11 21:08:18.739404,BNI,9456311239,3703467.0,974.0,Need Confirmation,1500,7235977
FTFXDJUUEZT,2022-08-25 21:08:18.742413,BJB,1527136852,3496310.0,988.0,Checking,1500,7200561
FTMRLYNBIWE,2022-11-17 21:08:18.745894,Seabank,3374342704,631091.0,637.0,Need Confirmation,0,7192899
FTGQJNEQKUP,2023-01-07 21:08:18.750890,Seabank,2169633911,3660627.0,946.0,Need Confirmation,1500,6400068
FTOWRTHPHYZ,2023-07-03 21:08:18.754890,Gopay,3791205399,2594794.0,636.0,Processed,1500,8003653
FTXRSHCXERA,2022-07-30 21:08:18.756890,LinkAja,9132674167,3455174.0,969.0,Failed,0,7810448
FTJRYINEGRW,2023-11-28 21:08:18.758890,Ovo,7276678590,4316151.0,955.0,Need Confirmation,1500,1687417
FTSWJATABAL,2023-01-17 21:08:18.762128,BJB,8665411122,3777280.0,787.0,Checking,0,2927077
FTYAOWDQFQO,2022-06-12 21:08:18.765125,BRI,9350193253,3000791.0,851.0,Success,1500,7322424
FTLSMMRANKF,2023-12-15 21:08:18.770128,Mandiri,6050283781,1384577.0,825.0,Failed,1500,9465231
FTQCDKXSXYI,2024-02-05 21:08:18.773125,Dana,1251329245,3856024.0,224.0,Cancelled,1500,4723846
FTZRWIMVIGS,2023-03-18 21:08:18.777128,Permata,2243051835,4234361.0,674.0,Success,0,9393823
FTKHNRGTDQI,2023-02-04 21:08:18.779127,BRI,1922170448,3523330.0,974.0,Checking,1500,5804069
FTUAGKEWMOV,2023-09-24 21:08:18.783129,JAGO,4070795045,3169005.0,174.0,Processed,0,8284055
FTAIMSLNXOC,2022-12-16 21:08:18.787126,BJB,6482429251,2341194.0,612.0,Processed,0,4553294
FTLKOEIPTAD,2023-07-07 21:08:18.791125,Permata,2181002954,4685055.0,884.0,Failed,0,4218102
FTHTPCAAKHJ,2023-04-24 21:08:18.795124,Permata,7504021804,892469.0,899.0,Checking,0,6107905
FTLTGAIDHAX,2023-12-04 21:08:18.797130,Seabank,2139216505,2762518.0,883.0,Processed,0,8420980
FTXNLPZZZZZ,2022-11-01 21:08:18.800130,Maybank,4010094639,1270559.0,501.0,Failed,1500,6167855
FTSPQPAXFWJ,2023-02-23 21:08:18.803130,JAGO,6662954717,1043115.0,643.0,Success,0,3094327
FTAJWFPUVDU,2024-02-01 21:08:18.806529,Permata,9386913295,4342330.0,804.0,Processed,0,6075878
FTWAUGIXRKK,2024-02-04 21:08:18.809530,BCA,1651200379,3431757.0,107.0,Need Confirmation,0,8649404
FTXZZLZWHHN,2023-08-07 21:08:18.812533,Ovo,8179426957,3624691.0,964.0,Need Confirmation,0,5849842
FTZVRVNHXMD,2024-05-15 21:08:18.815533,Maybank,2949700593,138277.0,271.0,Checking,0,9465231
FTMFJTEGYLU,2024-04-23 21:08:18.818531,Shopeepay,8309358958,769685.0,861.0,Success,1500,7465772
FTJTLWNGXRK,2022-12-22 21:08:18.821530,Maybank,4564818898,4260966.0,340.0,Success,0,3408650
FTOMQEYGNDX,2022-12-03 21:08:18.824534,Permata,3178541408,1127080.0,819.0,Cancelled,0,7235977
FTOXQAHGUSN,2024-05-14 21:08:18.826534,Ovo,4936719553,4632545.0,373.0,Need Confirmation,1500,1811187
FTSNERRAMLB,2023-01-09 21:08:18.829529,BSI,8965774932,1087680.0,741.0,Need Confirmation,0,1514016
FTFPVPASZZU,2022-06-14 21:08:18.833546,Dana,5342672961,1081919.0,311.0,Cancelled,0,2959133
FTKBAMWMCSR,2024-04-14 21:08:18.837139,Seabank,5608568981,2810181.0,435.0,Checking,1500,5033990
FTJCVTKYJSA,2024-01-04 21:08:18.840453,Muamalat,2539274620,305597.0,590.0,Processed,1500,8003653
FTBMEHYCGPF,2023-10-04 21:08:18.845597,Gopay,4073912129,262004.0,741.0,Processed,0,7235977
FTSXLKVAJJO,2024-01-29 21:08:18.850005,BSI,4884483108,2280788.0,654.0,Success,1500,9726509
FTOCPKWYGQJ,2024-03-07 21:08:18.853071,Muamalat,9865423993,3354278.0,106.0,Checking,1500,2062498
FTGEJFLJSXX,2024-03-27 21:08:18.858067,JAGO,6716324968,1660964.0,286.0,Processed,0,5804069
FTLNIJROFIW,2022-08-27 21:08:18.863072,BJB,9456532995,4438654.0,88.0,Failed,1500,5804069
FTLMLAGNQQU,2023-06-19 21:08:18.868160,Dana,5945770081,505811.0,566.0,Cancelled,0,7810448
FTVPZCEEMMG,2022-07-20 21:08:18.873181,Mandiri,6000863879,4837071.0,751.0,Success,0,3094327
FTSWGCOQWPV,2022-11-21 21:08:18.879181,BSI,6243035229,2027507.0,332.0,Failed,0,1325863
FTXZYUCGDHH,2022-05-25 21:08:18.884429,BNI,7727467322,773619.0,660.0,Cancelled,1500,4664299
FTZONITJESB,2023-08-06 21:08:18.889434,Maybank,9801892068,1924970.0,412.0,Success,1500,3707886
FTQSXIAMMLL,2024-01-02 21:08:18.894437,BCA,5554526248,1092117.0,779.0,Checking,1500,4476775
FTTUCDBIHJC,2024-02-06 21:08:18.898656,BJB,5776550309,1076470.0,262.0,Success,0,2704681
FTBFCXFLNZX,2024-02-28 21:08:18.903664,Ovo,8985326473,4909312.0,410.0,Success,1500,8649404
FTJONLMPIOB,2022-06-22 21:08:18.907586,JAGO,4866362809,2741366.0,228.0,Cancelled,1500,3773586
FTJPNLQBYVX,2024-03-16 21:08:18.912630,Maybank,3283346171,1309539.0,541.0,Failed,0,5033990
FTEYRBEWSUE,2024-04-18 21:08:18.915713,Permata,3935452804,3436700.0,596.0,Need Confirmation,0,3773586
FTQFCQIJOLA,2023-05-02 21:08:18.920382,Maybank,5743613668,3497044.0,302.0,Cancelled,0,3200751
FTDEKMLOXHA,2023-07-08 21:08:18.925444,Permata,9785550738,2657817.0,655.0,Need Confirmation,0,8649404
FTWKYCHZDBW,2023-06-19 21:08:18.929977,Mandiri,7441314937,4888150.0,542.0,Failed,0,3200751
FTJRSTVYHXH,2023-09-10 21:08:18.934313,BCA,5362859356,3768092.0,671.0,Failed,0,7192899
FTVEECILEEB,2024-01-08 21:08:18.937330,BCA,3273209489,3656691.0,356.0,Success,1500,3804681
FTQWOMLAYLV,2022-11-20 21:08:18.940329,Ovo,8937014097,470142.0,819.0,Failed,0,4476775
FTIFBWWMXVM,2022-05-23 21:08:18.942342,BRI,8072496139,4388860.0,452.0,Processed,0,7200561
FTOJYJESCJT,2022-05-20 21:08:18.945329,Permata,9226426230,4682451.0,228.0,Success,0,6498341
FTUNAFEWAGF,2023-09-21 21:08:18.949328,BCA,7505750603,4687400.0,62.0,Failed,0,1403838
FTPRDFNBEVI,2022-07-31 21:08:18.952257,Shopeepay,2109960698,831432.0,995.0,Failed,0,7121134
FTKTWYIVPRE,2022-12-21 21:08:18.955330,BNI,8709961375,3905264.0,937.0,Success,0,7810448
FTGNGKJUZVI,2023-09-21 21:08:18.957297,BRI,1057514171,2168070.0,901.0,Checking,0,6923812
FTCSBTYUPXN,2022-11-11 21:08:18.961338,Maybank,2109572011,3827173.0,724.0,Checking,1500,2062498
FTKIRTWCFZZ,2023-08-11 21:08:18.963334,Permata,6721429819,2175764.0,769.0,Processed,0,7347132
FTDJYLXFQAG,2023-09-04 21:08:18.966339,Dana,9948101615,686990.0,847.0,Success,0,6477391
FTHAGNWYUHO,2024-02-07 21:08:18.969257,Mandiri,8847392716,2752086.0,95.0,Cancelled,1500,3707886
FTHVCXKDKCB,2022-12-10 21:08:18.972334,BSI,6422429015,2309429.0,88.0,Failed,0,1514016
FTOEOJAHPTN,2023-05-29 21:08:18.975327,Dana,9537563265,2081124.0,748.0,Processed,1500,9431422
FTLFYAPXWJY,2022-06-07 21:08:18.977332,BNI,1622547843,4051356.0,386.0,Need Confirmation,0,8020048
FTHBNYTHNOM,2022-12-17 21:08:18.980330,JAGO,3624491490,780231.0,911.0,Failed,1500,4664299
FTQYCCRFODF,2023-04-17 21:08:18.983327,BJB,3538710479,1940125.0,375.0,Cancelled,0,3200751
FTZRZPLUUVP,2023-03-05 21:08:18.986329,Shopeepay,6365651647,3104965.0,383.0,Need Confirmation,0,5239074
FTUIINSKJRH,2022-05-31 21:08:18.988327,Ovo,4464709655,1862329.0,846.0,Cancelled,1500,2324037
FTNYJSGFPDZ,2023-11-25 21:08:18.991918,Maybank,1328640607,4941110.0,853.0,Processed,0,6923812
FTFVUYSWRJJ,2022-12-15 21:08:18.994925,Permata,7223350812,405081.0,78.0,Processed,1500,2488319
FTBREOCLYTY,2022-06-06 21:08:18.997919,LinkAja,1192980721,3264381.0,122.0,Success,0,5033990
FTZGOHEPXPF,2022-06-29 21:08:19.000919,LinkAja,4351934059,2688736.0,761.0,Need Confirmation,0,7465772
FTCBLTRGPYU,2023-06-08 21:08:19.002919,Muamalat,2229753680,3907531.0,497.0,Failed,1500,1325863
FTUBWYRETVM,2023-09-29 21:08:19.006062,Gopay,7593549137,425338.0,127.0,Cancelled,1500,3074505
FTNWPWJEIVQ,2023-10-23 21:08:19.009097,Permata,4256598658,314651.0,63.0,Failed,1500,2458317
FTENAMAIDEP,2023-04-21 21:08:19.012097,BJB,4541346427,3135883.0,722.0,Cancelled,1500,3074505
FTUQTCTBCCL,2023-08-12 21:08:19.014097,Permata,3380432551,3526989.0,159.0,Cancelled,0,8020048
FTUMNZDFBQS,2023-07-27 21:08:19.017096,BCA,8968973954,3073752.0,808.0,Need Confirmation,0,7322424
FTWSHTENTOR,2024-03-10 21:08:19.020097,BCA,2624661157,1139231.0,873.0,Processed,0,6075878
FTVVYLFTVQL,2023-12-24 21:08:19.023164,Muamalat,6319621149,728465.0,395.0,Need Confirmation,0,8770600
FTRNVGMQHXS,2022-07-08 21:08:19.026164,Mandiri,7532539410,979535.0,450.0,Processed,0,9176129
FTCMHQIAZSA,2023-02-07 21:08:19.029163,Maybank,2285296655,3302804.0,299.0,Success,1500,4578856
FTWLXFMZXKC,2024-01-10 21:08:19.031163,LinkAja,9966775761,2392761.0,126.0,Failed,1500,7265195
FTAJCTNJCDN,2022-08-14 21:08:19.034173,Mandiri,7590825587,229977.0,745.0,Failed,1500,3773586
FTJQLVSESNJ,2024-04-24 21:08:19.037759,BJB,1910490408,470055.0,598.0,Failed,0,4965362
FTZSLAIRMVG,2024-04-19 21:08:19.039837,BRI,6445011285,422687.0,836.0,Success,0,6649615
FTYUGFEUWUU,2024-01-17 21:08:19.043766,Mandiri,5690488137,2706666.0,454.0,Success,0,6923812
FTKPGGRANIU,2024-05-08 21:08:19.045767,Permata,8322220870,987731.0,392.0,Checking,1500,7192899
FTFNAQGDRNQ,2023-06-04 21:08:19.048768,Seabank,4370832741,3929265.0,958.0,Checking,0,7465772
FTUYXDLOPLD,2023-07-17 21:08:19.053000,BRI,3448272912,4952692.0,594.0,Checking,1500,6477391
FTWULWERHNT,2024-01-07 21:08:19.055515,Maybank,3523264466,1151995.0,843.0,Checking,0,7602999
FTPYJPXGBAI,2023-10-13 21:08:19.057515,BCA,1636176143,4055912.0,119.0,Checking,0,7810448
FTXUYUQUWFI,2022-07-20 21:08:19.060509,BSI,2760508478,3595584.0,223.0,Failed,0,8003653
FTRQQSCILMY,2023-01-13 21:08:19.063511,BJB,2722747180,1302169.0,872.0,Need Confirmation,0,5891500
FTYNRXBQHKQ,2023-10-19 21:08:19.066510,Gopay,1659297363,3655208.0,736.0,Processed,0,7810448
FTVSPFXLDMY,2024-01-09 21:08:19.069314,BJB,9062036792,2918191.0,131.0,Cancelled,0,2324037
FTOFHHVYKYY,2022-11-29 21:08:19.072315,BNI,3274247386,4937109.0,383.0,Failed,0,2134731
FTGIOAHLFUX,2023-10-30 21:08:19.075316,BJB,7967954234,1352198.0,367.0,Failed,1500,1796116
FTLVIHFFSZS,2023-05-29 21:08:19.078322,BCA,2733446903,3046604.0,223.0,Processed,0,9726509
